Quarter,Postal code,Building type,Price per square meter (EUR/m2)
2010Q1,01660 Varisto   (Vantaa ),"Blocks of flats, one-room flat",..
2010Q1,01660 Varisto   (Vantaa ),"Blocks of flats, two-room flat",..
2010Q1,01660 Varisto   (Vantaa ),"Blocks of flats, three-room flat+",..
2010Q1,01670 Vantaanlaakso   (Vantaa ),"Blocks of flats, one-room flat",..
2010Q1,01670 Vantaanlaakso   (Vantaa ),"Blocks of flats, two-room flat",..
2010Q1,01670 Vantaanlaakso   (Vantaa ),"Blocks of flats, three-room flat+",..
2010Q1,01680 Askisto   (Vantaa ),"Blocks of flats, one-room flat",..
2010Q1,01680 Askisto   (Vantaa ),"Blocks of flats, two-room flat",..
2010Q1,01680 Askisto   (Vantaa ),"Blocks of flats, three-room flat+",..
2010Q1,01690 Ylästö   (Vantaa ),"Blocks of flats, one-room flat",..
2010Q1,01690 Ylästö   (Vantaa ),"Blocks of flats, two-room flat",..
2010Q1,01690 Ylästö   (Vantaa ),"Blocks of flats, three-room flat+",..
2010Q1,01700 Kivistö   (Vantaa ),"Blocks of flats, one-room flat",..
2010Q1,01700 Kivistö   (Vantaa ),"Blocks of flats, two-room flat",..
2010Q1,01700 Kivistö   (Vantaa ),"Blocks of flats, three-room flat+",..
2010Q1,01710 Pähkinärinne   (Vantaa ),"Blocks of flats, one-room flat",..
2010Q1,01710 Pähkinärinne   (Vantaa ),"Blocks of flats, two-room flat",..
2010Q1,01710 Pähkinärinne   (Vantaa ),"Blocks of flats, three-room flat+",2141
2010Q1,01720 Petikko   (Vantaa ),"Blocks of flats, one-room flat",..
2010Q1,01720 Petikko   (Vantaa ),"Blocks of flats, two-room flat",..
2010Q1,01720 Petikko   (Vantaa ),"Blocks of flats, three-room flat+",..
2010Q1,01730 Vantaanpuisto   (Vantaa ),"Blocks of flats, one-room flat",..
2010Q1,01730 Vantaanpuisto   (Vantaa ),"Blocks of flats, two-room flat",..
2010Q1,01730 Vantaanpuisto   (Vantaa ),"Blocks of flats, three-room flat+",..
2010Q1,01750 Keimola   (Vantaa ),"Blocks of flats, one-room flat",..
2010Q1,01750 Keimola   (Vantaa ),"Blocks of flats, two-room flat",..
2010Q1,01750 Keimola   (Vantaa ),"Blocks of flats, three-room flat+",..
2010Q1,01760 Seutula   (Vantaa ),"Blocks of flats, one-room flat",..
2010Q1,01760 Seutula   (Vantaa ),"Blocks of flats, two-room flat",..
2010Q1,01760 Seutula   (Vantaa ),"Blocks of flats, three-room flat+",..
2010Q1,02100 Tapiola   (Espoo ),"Blocks of flats, one-room flat",4137
2010Q1,02100 Tapiola   (Espoo ),"Blocks of flats, two-room flat",3830
2010Q1,02100 Tapiola   (Espoo ),"Blocks of flats, three-room flat+",3125
2010Q1,02110 Otsolahti   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02110 Otsolahti   (Espoo ),"Blocks of flats, two-room flat",3387
2010Q1,02110 Otsolahti   (Espoo ),"Blocks of flats, three-room flat+",3331
2010Q1,02120 Länsikorkee-Suvikumpu   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02120 Länsikorkee-Suvikumpu   (Espoo ),"Blocks of flats, two-room flat",3213
2010Q1,02120 Länsikorkee-Suvikumpu   (Espoo ),"Blocks of flats, three-room flat+",..
2010Q1,02130 Pohjois-Tapiola   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02130 Pohjois-Tapiola   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02130 Pohjois-Tapiola   (Espoo ),"Blocks of flats, three-room flat+",3005
2010Q1,02140 Laajalahti   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02140 Laajalahti   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02140 Laajalahti   (Espoo ),"Blocks of flats, three-room flat+",..
2010Q1,02150 Otaniemi   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02150 Otaniemi   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02150 Otaniemi   (Espoo ),"Blocks of flats, three-room flat+",..
2010Q1,02160 Westend   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02160 Westend   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02160 Westend   (Espoo ),"Blocks of flats, three-room flat+",..
2010Q1,02170 Haukilahti   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02170 Haukilahti   (Espoo ),"Blocks of flats, two-room flat",3544
2010Q1,02170 Haukilahti   (Espoo ),"Blocks of flats, three-room flat+",3139
2010Q1,02180 Mankkaa   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02180 Mankkaa   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02180 Mankkaa   (Espoo ),"Blocks of flats, three-room flat+",..
2010Q1,02200 Niittykumpu   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02200 Niittykumpu   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02200 Niittykumpu   (Espoo ),"Blocks of flats, three-room flat+",3475
2010Q1,02210 Olari   (Espoo ),"Blocks of flats, one-room flat",3352
2010Q1,02210 Olari   (Espoo ),"Blocks of flats, two-room flat",2734
2010Q1,02210 Olari   (Espoo ),"Blocks of flats, three-room flat+",2480
2010Q1,02230 Matinkylä   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02230 Matinkylä   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02230 Matinkylä   (Espoo ),"Blocks of flats, three-room flat+",2548
2010Q1,02240 Friisilä   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02240 Friisilä   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02240 Friisilä   (Espoo ),"Blocks of flats, three-room flat+",..
2010Q1,02250 Henttaa   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02250 Henttaa   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02250 Henttaa   (Espoo ),"Blocks of flats, three-room flat+",..
2010Q1,02260 Kaitaa   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02260 Kaitaa   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02260 Kaitaa   (Espoo ),"Blocks of flats, three-room flat+",..
2010Q1,02270 Finnoo-Eestinmalmi   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02270 Finnoo-Eestinmalmi   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02270 Finnoo-Eestinmalmi   (Espoo ),"Blocks of flats, three-room flat+",..
2010Q1,02280 Malminmäki-Eestinlaakso   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02280 Malminmäki-Eestinlaakso   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02280 Malminmäki-Eestinlaakso   (Espoo ),"Blocks of flats, three-room flat+",..
2010Q1,02300 Nöykkiönpuro   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02300 Nöykkiönpuro   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02300 Nöykkiönpuro   (Espoo ),"Blocks of flats, three-room flat+",..
2010Q1,02320 Espoonlahti   (Espoo ),"Blocks of flats, one-room flat",3062
2010Q1,02320 Espoonlahti   (Espoo ),"Blocks of flats, two-room flat",3136
2010Q1,02320 Espoonlahti   (Espoo ),"Blocks of flats, three-room flat+",2248
2010Q1,02330 Saunalahti-Kattilalaakso   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02330 Saunalahti-Kattilalaakso   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02330 Saunalahti-Kattilalaakso   (Espoo ),"Blocks of flats, three-room flat+",..
2010Q1,02340 Latokaski   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02340 Latokaski   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02340 Latokaski   (Espoo ),"Blocks of flats, three-room flat+",..
2010Q1,02360 Soukka   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02360 Soukka   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02360 Soukka   (Espoo ),"Blocks of flats, three-room flat+",2142
2010Q1,02380 Suvisaaristo   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02380 Suvisaaristo   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02380 Suvisaaristo   (Espoo ),"Blocks of flats, three-room flat+",..
2010Q1,02600 Etelä-Leppävaara   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02600 Etelä-Leppävaara   (Espoo ),"Blocks of flats, two-room flat",3433
2010Q1,02600 Etelä-Leppävaara   (Espoo ),"Blocks of flats, three-room flat+",3438
2010Q1,02610 Kilo   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02610 Kilo   (Espoo ),"Blocks of flats, two-room flat",3486
2010Q1,02610 Kilo   (Espoo ),"Blocks of flats, three-room flat+",..
2010Q1,02620 Karakallio   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02620 Karakallio   (Espoo ),"Blocks of flats, two-room flat",2183
2010Q1,02620 Karakallio   (Espoo ),"Blocks of flats, three-room flat+",2326
2010Q1,02630 Nihtisilta   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02630 Nihtisilta   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02630 Nihtisilta   (Espoo ),"Blocks of flats, three-room flat+",..
2010Q1,02650 Pohjois-Leppävaara   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02650 Pohjois-Leppävaara   (Espoo ),"Blocks of flats, two-room flat",3218
2010Q1,02650 Pohjois-Leppävaara   (Espoo ),"Blocks of flats, three-room flat+",2751
2010Q1,02660 Lintuvaara   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02660 Lintuvaara   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02660 Lintuvaara   (Espoo ),"Blocks of flats, three-room flat+",..
2010Q1,02680 Uusmäki   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02680 Uusmäki   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02680 Uusmäki   (Espoo ),"Blocks of flats, three-room flat+",..
2010Q1,02700 Kauniainen   (Kauniainen ),"Blocks of flats, one-room flat",..
2010Q1,02700 Kauniainen   (Kauniainen ),"Blocks of flats, two-room flat",..
2010Q1,02700 Kauniainen   (Kauniainen ),"Blocks of flats, three-room flat+",..
2010Q1,02710 Viherlaakso   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02710 Viherlaakso   (Espoo ),"Blocks of flats, two-room flat",2543
2010Q1,02710 Viherlaakso   (Espoo ),"Blocks of flats, three-room flat+",2418
2010Q1,02720 Lähderanta   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02720 Lähderanta   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02720 Lähderanta   (Espoo ),"Blocks of flats, three-room flat+",..
2010Q1,02730 Jupperi   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02730 Jupperi   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02730 Jupperi   (Espoo ),"Blocks of flats, three-room flat+",..
2010Q1,02740 Bemböle-Pakankylä   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02740 Bemböle-Pakankylä   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02740 Bemböle-Pakankylä   (Espoo ),"Blocks of flats, three-room flat+",..
2010Q1,02750 Sepänkylä-Kuurinniitty   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02750 Sepänkylä-Kuurinniitty   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02750 Sepänkylä-Kuurinniitty   (Espoo ),"Blocks of flats, three-room flat+",..
2010Q1,02760 Tuomarila-Suvela   (Espoo ),"Blocks of flats, one-room flat",2536
2010Q1,02760 Tuomarila-Suvela   (Espoo ),"Blocks of flats, two-room flat",2512
2010Q1,02760 Tuomarila-Suvela   (Espoo ),"Blocks of flats, three-room flat+",2213
2010Q1,02770 Espoon Keskus   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02770 Espoon Keskus   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02770 Espoon Keskus   (Espoo ),"Blocks of flats, three-room flat+",..
2010Q1,02780 Kauklahti   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02780 Kauklahti   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02780 Kauklahti   (Espoo ),"Blocks of flats, three-room flat+",..
2010Q1,02810 Gumböle-Karhusuo   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02810 Gumböle-Karhusuo   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02810 Gumböle-Karhusuo   (Espoo ),"Blocks of flats, three-room flat+",..
2010Q1,02820 Nupuri-Nuuksio   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02820 Nupuri-Nuuksio   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02820 Nupuri-Nuuksio   (Espoo ),"Blocks of flats, three-room flat+",..
2010Q1,02860 Siikajärvi   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02860 Siikajärvi   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02860 Siikajärvi   (Espoo ),"Blocks of flats, three-room flat+",..
2010Q1,02920 Niipperi   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02920 Niipperi   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02920 Niipperi   (Espoo ),"Blocks of flats, three-room flat+",..
2010Q1,02940 Lippajärvi-Järvenperä   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02940 Lippajärvi-Järvenperä   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02940 Lippajärvi-Järvenperä   (Espoo ),"Blocks of flats, three-room flat+",..
2010Q1,02970 Kalajärvi   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02970 Kalajärvi   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02970 Kalajärvi   (Espoo ),"Blocks of flats, three-room flat+",..
2010Q1,02980 Lakisto   (Espoo ),"Blocks of flats, one-room flat",..
2010Q1,02980 Lakisto   (Espoo ),"Blocks of flats, two-room flat",..
2010Q1,02980 Lakisto   (Espoo ),"Blocks of flats, three-room flat+",..
2010Q1,04330 Lahela   (Tuusula ),"Blocks of flats, one-room flat",..
2010Q1,04330 Lahela   (Tuusula ),"Blocks of flats, two-room flat",..
2010Q1,04330 Lahela   (Tuusula ),"Blocks of flats, three-room flat+",..
2010Q1,15840 Riihelä   (Lahti ),"Blocks of flats, one-room flat",..
2010Q1,15840 Riihelä   (Lahti ),"Blocks of flats, two-room flat",..
2010Q1,15840 Riihelä   (Lahti ),"Blocks of flats, three-room flat+",..
2010Q1,65520 Helsingby   (Mustasaari ),"Blocks of flats, one-room flat",..
2010Q1,65520 Helsingby   (Mustasaari ),"Blocks of flats, two-room flat",..
2010Q1,65520 Helsingby   (Mustasaari ),"Blocks of flats, three-room flat+",..
2010Q2,00100 Helsinki Keskusta - Etu-Töölö   (Helsinki ),"Blocks of flats, one-room flat",5347
2010Q2,00100 Helsinki Keskusta - Etu-Töölö   (Helsinki ),"Blocks of flats, two-room flat",5021
2010Q2,00100 Helsinki Keskusta - Etu-Töölö   (Helsinki ),"Blocks of flats, three-room flat+",5396
2010Q2,00120 Punavuori   (Helsinki ),"Blocks of flats, one-room flat",5646
2010Q2,00120 Punavuori   (Helsinki ),"Blocks of flats, two-room flat",5355
2010Q2,00120 Punavuori   (Helsinki ),"Blocks of flats, three-room flat+",5713
2010Q2,00130 Kaartinkaupunki   (Helsinki ),"Blocks of flats, one-room flat",..
2010Q2,00130 Kaartinkaupunki   (Helsinki ),"Blocks of flats, two-room flat",..
2010Q2,00130 Kaartinkaupunki   (Helsinki ),"Blocks of flats, three-room flat+",..
2010Q2,00140 Kaivopuisto - Ullanlinna   (Helsinki ),"Blocks of flats, one-room flat",5937
2010Q2,00140 Kaivopuisto - Ullanlinna   (Helsinki ),"Blocks of flats, two-room flat",5590
2010Q2,00140 Kaivopuisto - Ullanlinna   (Helsinki ),"Blocks of flats, three-room flat+",6444
2010Q2,00150 Eira - Hernesaari   (Helsinki ),"Blocks of flats, one-room flat",5475
2010Q2,00150 Eira - Hernesaari   (Helsinki ),"Blocks of flats, two-room flat",5228
2010Q2,00150 Eira - Hernesaari   (Helsinki ),"Blocks of flats, three-room flat+",5894
2010Q2,00160 Katajanokka   (Helsinki ),"Blocks of flats, one-room flat",..
2010Q2,00160 Katajanokka   (Helsinki ),"Blocks of flats, two-room flat",..
2010Q2,00160 Katajanokka   (Helsinki ),"Blocks of flats, three-room flat+",5073
2010Q2,00170 Kruununhaka   (Helsinki ),"Blocks of flats, one-room flat",5852
2010Q2,00170 Kruununhaka   (Helsinki ),"Blocks of flats, two-room flat",5165
2010Q2,00170 Kruununhaka   (Helsinki ),"Blocks of flats, three-room flat+",5259
2010Q2,00180 Kamppi - Ruoholahti   (Helsinki ),"Blocks of flats, one-room flat",..
2010Q2,00180 Kamppi - Ruoholahti   (Helsinki ),"Blocks of flats, two-room flat",5049
2010Q2,00180 Kamppi - Ruoholahti   (Helsinki ),"Blocks of flats, three-room flat+",4882
2010Q2,00190 Suomenlinna   (Helsinki ),"Blocks of flats, one-room flat",..
2010Q2,00190 Suomenlinna   (Helsinki ),"Blocks of flats, two-room flat",..
2010Q2,00190 Suomenlinna   (Helsinki ),"Blocks of flats, three-room flat+",..
2010Q2,00200 Lauttasaari   (Helsinki ),"Blocks of flats, one-room flat",..
2010Q2,00200 Lauttasaari   (Helsinki ),"Blocks of flats, two-room flat",4075
2010Q2,00200 Lauttasaari   (Helsinki ),"Blocks of flats, three-room flat+",4079
2010Q2,00210 Vattuniemi   (Helsinki ),"Blocks of flats, one-room flat",..
2010Q2,00210 Vattuniemi   (Helsinki ),"Blocks of flats, two-room flat",..
2010Q2,00210 Vattuniemi   (Helsinki ),"Blocks of flats, three-room flat+",4727
2010Q2,00220 Jätkäsaari   (Helsinki ),"Blocks of flats, one-room flat",..
2010Q2,00220 Jätkäsaari   (Helsinki ),"Blocks of flats, two-room flat",..
2010Q2,00220 Jätkäsaari   (Helsinki ),"Blocks of flats, three-room flat+",..
2010Q2,00240 Länsi-Pasila   (Helsinki ),"Blocks of flats, one-room flat",..
2010Q2,00240 Länsi-Pasila   (Helsinki ),"Blocks of flats, two-room flat",..
2010Q2,00240 Länsi-Pasila   (Helsinki ),"Blocks of flats, three-room flat+",..
2010Q2,00250 Taka-Töölö   (Helsinki ),"Blocks of flats, one-room flat",4885
2010Q2,00250 Taka-Töölö   (Helsinki ),"Blocks of flats, two-room flat",4667
2010Q2,00250 Taka-Töölö   (Helsinki ),"Blocks of flats, three-room flat+",4768
2010Q2,00260 Keski-Töölö   (Helsinki ),"Blocks of flats, one-room flat",..
2010Q2,00260 Keski-Töölö   (Helsinki ),"Blocks of flats, two-room flat",..
2010Q2,00260 Keski-Töölö   (Helsinki ),"Blocks of flats, three-room flat+",5366
2010Q2,00270 Pohjois-Meilahti   (Helsinki ),"Blocks of flats, one-room flat",4896
2010Q2,00270 Pohjois-Meilahti   (Helsinki ),"Blocks of flats, two-room flat",4312
2010Q2,00270 Pohjois-Meilahti   (Helsinki ),"Blocks of flats, three-room flat+",4277
2010Q2,00280 Ruskeasuo   (Helsinki ),"Blocks of flats, one-room flat",..
2010Q2,00280 Ruskeasuo   (Helsinki ),"Blocks of flats, two-room flat",..
2010Q2,00280 Ruskeasuo   (Helsinki ),"Blocks of flats, three-room flat+",3906
2010Q2,00290 Meilahden sairaala-alue   (Helsinki ),"Blocks of flats, one-room flat",..
2010Q2,00290 Meilahden sairaala-alue   (Helsinki ),"Blocks of flats, two-room flat",..
2010Q2,00290 Meilahden sairaala-alue   (Helsinki ),"Blocks of flats, three-room flat+",..
2010Q2,00300 Pikku Huopalahti   (Helsinki ),"Blocks of flats, one-room flat",..
2010Q2,00300 Pikku Huopalahti   (Helsinki ),"Blocks of flats, two-room flat",..
2010Q2,00300 Pikku Huopalahti   (Helsinki ),"Blocks of flats, three-room flat+",..
2010Q2,00310 Kivihaka   (Helsinki ),"Blocks of flats, one-room flat",..
2010Q2,00310 Kivihaka   (Helsinki ),"Blocks of flats, two-room flat",..
2010Q2,00310 Kivihaka   (Helsinki ),"Blocks of flats, three-room flat+",..
2010Q2,00320 Etelä-Haaga   (Helsinki ),"Blocks of flats, one-room flat",..
2010Q2,00320 Etelä-Haaga   (Helsinki ),"Blocks of flats, two-room flat",3425
2010Q2,00320 Etelä-Haaga   (Helsinki ),"Blocks of flats, three-room flat+",3295
2010Q2,00330 Munkkiniemi   (Helsinki ),"Blocks of flats, one-room flat",..
2010Q2,00330 Munkkiniemi   (Helsinki ),"Blocks of flats, two-room flat",4344
2010Q2,00330 Munkkiniemi   (Helsinki ),"Blocks of flats, three-room flat+",4379
2010Q2,00340 Kuusisaari-Lehtisaari   (Helsinki ),"Blocks of flats, one-room flat",..
2010Q2,00340 Kuusisaari-Lehtisaari   (Helsinki ),"Blocks of flats, two-room flat",..
2010Q2,00340 Kuusisaari-Lehtisaari   (Helsinki ),"Blocks of flats, three-room flat+",..
2010Q2,00350 Munkkivuori-Niemenmäki   (Helsinki ),"Blocks of flats, one-room flat",4135
2010Q2,00350 Munkkivuori-Niemenmäki   (Helsinki ),"Blocks of flats, two-room flat",3336
2010Q2,00350 Munkkivuori-Niemenmäki   (Helsinki ),"Blocks of flats, three-room flat+",3580
2010Q2,00360 Pajamäki   (Helsinki ),"Blocks of flats, one-room flat",..
2010Q2,00360 Pajamäki   (Helsinki ),"Blocks of flats, two-room flat",2757
2010Q2,00360 Pajamäki   (Helsinki ),"Blocks of flats, three-room flat+",..
2010Q2,00370 Reimarla   (Helsinki ),"Blocks of flats, one-room flat",..
2010Q2,00370 Reimarla   (Helsinki ),"Blocks of flats, two-room flat",2942
2010Q2,00370 Reimarla   (Helsinki ),"Blocks of flats, three-room flat+",..
2010Q2,00380 Pitäjänmäen teollisuusalue   (Helsinki ),"Blocks of flats, one-room flat",..
2010Q2,00380 Pitäjänmäen teollisuusalue   (Helsinki ),"Blocks of flats, two-room flat",..
2010Q2,00380 Pitäjänmäen teollisuusalue   (Helsinki ),"Blocks of flats, three-room flat+",..
2010Q2,00390 Konala   (Helsinki ),"Blocks of flats, one-room flat",..
2010Q2,00390 Konala   (Helsinki ),"Blocks of flats, two-room flat",2634
2010Q2,00390 Konala   (Helsinki ),"Blocks of flats, three-room flat+",2330
2010Q2,00400 Pohjois-Haaga   (Helsinki ),"Blocks of flats, one-room flat",3797
2010Q2,00400 Pohjois-Haaga   (Helsinki ),"Blocks of flats, two-room flat",2980
2010Q2,00400 Pohjois-Haaga   (Helsinki ),"Blocks of flats, three-room flat+",2789
2010Q2,00410 Malminkartano   (Helsinki ),"Blocks of flats, one-room flat",..
2010Q2,00410 Malminkartano   (Helsinki ),"Blocks of flats, two-room flat",..
2010Q2,00410 Malminkartano   (Helsinki ),"Blocks of flats, three-room flat+",2432
